2024-01-30 12:03:23,857 INFO    StreamThr :14812 [internal.py:wandb_internal():86] W&B internal server running at pid: 14812, started at: 2024-01-30 12:03:23.856646
2024-01-30 12:03:23,858 DEBUG   HandlerThread:14812 [handler.py:handle_request():146] handle_request: status
2024-01-30 12:03:23,871 INFO    WriterThread:14812 [datastore.py:open_for_write():87] open: C:\Users\TYLER\Documents\GitHub\BeyondTheRainbow\wandb\offline-run-20240130_120323-u354vv3s\run-u354vv3s.wandb
2024-01-30 12:03:23,917 DEBUG   HandlerThread:14812 [handler.py:handle_request():146] handle_request: run_start
2024-01-30 12:03:23,938 DEBUG   HandlerThread:14812 [system_info.py:__init__():27] System info init
2024-01-30 12:03:23,938 DEBUG   HandlerThread:14812 [system_info.py:__init__():42] System info init done
2024-01-30 12:03:23,938 INFO    HandlerThread:14812 [system_monitor.py:start():194] Starting system monitor
2024-01-30 12:03:23,939 INFO    SystemMonitor:14812 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-30 12:03:23,939 INFO    HandlerThread:14812 [system_monitor.py:probe():214] Collecting system info
2024-01-30 12:03:23,944 INFO    SystemMonitor:14812 [interfaces.py:start():190] Started cpu monitoring
2024-01-30 12:03:23,944 INFO    SystemMonitor:14812 [interfaces.py:start():190] Started disk monitoring
2024-01-30 12:03:23,946 INFO    SystemMonitor:14812 [interfaces.py:start():190] Started gpu monitoring
2024-01-30 12:03:23,952 INFO    SystemMonitor:14812 [interfaces.py:start():190] Started memory monitoring
2024-01-30 12:03:23,961 INFO    SystemMonitor:14812 [interfaces.py:start():190] Started network monitoring
2024-01-30 12:03:23,966 DEBUG   HandlerThread:14812 [system_info.py:probe():151] Probing system
2024-01-30 12:03:23,967 DEBUG   HandlerThread:14812 [system_info.py:_probe_git():136] Probing git
2024-01-30 12:03:24,476 DEBUG   HandlerThread:14812 [system_info.py:_probe_git():144] Probing git done
2024-01-30 12:03:24,476 DEBUG   HandlerThread:14812 [system_info.py:probe():199] Probing system done
