2024-01-30 15:08:55,732 INFO    StreamThr :25768 [internal.py:wandb_internal():86] W&B internal server running at pid: 25768, started at: 2024-01-30 15:08:55.731914
2024-01-30 15:08:55,733 DEBUG   HandlerThread:25768 [handler.py:handle_request():146] handle_request: status
2024-01-30 15:08:55,739 INFO    WriterThread:25768 [datastore.py:open_for_write():87] open: C:\Users\TYLER\Documents\GitHub\BeyondTheRainbow\wandb\offline-run-20240130_150855-bm7b6362\run-bm7b6362.wandb
2024-01-30 15:08:55,819 DEBUG   HandlerThread:25768 [handler.py:handle_request():146] handle_request: run_start
2024-01-30 15:08:55,856 DEBUG   HandlerThread:25768 [system_info.py:__init__():27] System info init
2024-01-30 15:08:55,856 DEBUG   HandlerThread:25768 [system_info.py:__init__():42] System info init done
2024-01-30 15:08:55,856 INFO    HandlerThread:25768 [system_monitor.py:start():194] Starting system monitor
2024-01-30 15:08:55,856 INFO    SystemMonitor:25768 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-30 15:08:55,856 INFO    HandlerThread:25768 [system_monitor.py:probe():214] Collecting system info
2024-01-30 15:08:55,861 INFO    SystemMonitor:25768 [interfaces.py:start():190] Started cpu monitoring
2024-01-30 15:08:55,861 INFO    SystemMonitor:25768 [interfaces.py:start():190] Started disk monitoring
2024-01-30 15:08:55,863 INFO    SystemMonitor:25768 [interfaces.py:start():190] Started gpu monitoring
2024-01-30 15:08:55,869 INFO    SystemMonitor:25768 [interfaces.py:start():190] Started memory monitoring
2024-01-30 15:08:55,878 INFO    SystemMonitor:25768 [interfaces.py:start():190] Started network monitoring
2024-01-30 15:08:55,882 DEBUG   HandlerThread:25768 [system_info.py:probe():151] Probing system
2024-01-30 15:08:55,884 DEBUG   HandlerThread:25768 [system_info.py:_probe_git():136] Probing git
2024-01-30 15:08:55,956 DEBUG   HandlerThread:25768 [system_info.py:_probe_git():144] Probing git done
2024-01-30 15:08:55,956 DEBUG   HandlerThread:25768 [system_info.py:probe():199] Probing system done
